id,timestamp,gender,star_sign,phone_os,height,weight,sleepiness,iq,fb_friends,yt,self_intro
45,3/11/2017 10:44,1,雙子座,Apple,173,74,1,180,600,5,Hi
46,3/11/2017 10:44,1,天秤座,Android,167,48,4,51,638,1,Go big or go home
47,3/11/2017 10:45,1,牡羊座,Apple,172,60,2,150,500,20,Cool
48,3/11/2017 10:45,1,雙魚座,Android,172,80,3,120,50,0,interesting
49,3/11/2017 10:45,1,天秤座,Android,172,58,4,200,200,200,Boring
50,3/11/2017 10:45,1,雙魚座,Apple,170,70,1,180,1700,13.1,Karma
51,3/11/2017 10:45,1,水瓶座,Android,174,65,2,87,399,3.7,handsome
52,3/11/2017 10:45,1,巨蟹座,Android,172,62,5,99,300,0.1,Good
53,3/11/2017 10:45,1,金牛座,Apple,163,65,2,100,323,2,i‘m lazy.
54,3/11/2017 10:46,2,摩羯座,Android,166,55,5,180,594,16.29,Good at listen to other
55,3/11/2017 10:46,1,雙子座,Android,170,80,3,50,0,2.37,crazy
56,3/11/2017 10:46,1,獅子座,Apple,177,55,3,140,814,50,Shy and preserved
57,3/11/2017 10:47,1,摩羯座,Apple,175,60,4,87,333,9.8,不要
58,3/11/2017 10:47,1,天蠍座,Android,180,65,2,111,456,11.45,I am kind
59,3/11/2017 10:49,2,雙子座,Android,160,64,3,95,287,0.2,A girl.
60,3/11/2017 10:51,1,摩羯座,Android,168,57,4,100,223,0.082,despair
61,2/12/2017 13:35,1,雙魚座,Apple,125,125,3,87,0,0,Ah
62,2/12/2017 13:35,1,處女座,Android,185,200,3,87,78,3000,I have a pen
63,2/12/2017 13:35,1,天蠍座,Android,167,60,5,120,100,1,Good
64,2/12/2017 13:35,2,牡羊座,Android,179,70,3,88,120,0.3,Show me the money!
65,2/12/2017 13:35,1,雙魚座,Apple,171,85,4,120,300,2,handsome
66,2/12/2017 13:35,1,雙魚座,Android,183,80,3,180,1000,20,smart and handson
67,2/12/2017 13:36,1,天秤座,Apple,172,73,1,200,100,50,lol
68,2/12/2017 13:36,2,處女座,Apple,162,45,3,150,800,4,Fintech
69,2/12/2017 13:36,1,天秤座,Android,178,67,3,125,600,0.5,Happy
70,2/12/2017 13:36,1,獅子座,Android,180,83,3,110,50,1,try everything
71,2/12/2017 13:36,1,射手座,Android,175,70,4,111,1,20,"Luke, I am Your Father"
72,2/12/2017 13:36,2,雙魚座,Apple,155,53,5,100,300,1,BlingBling
73,2/12/2017 13:36,1,獅子座,Android,180,75,2,150,500,5,I'm boring man.
74,2/12/2017 13:36,1,處女座,Apple,170,65,4,87,200,10,prefect
75,2/12/2017 13:36,1,摩羯座,Apple,164,71,1,95,150,20,I love fishing.
76,2/12/2017 13:37,1,處女座,Apple,170,60,4,120,650,5,nice.
77,2/12/2017 13:37,2,射手座,Apple,160,50,5,88,536,10,Marginalized
78,2/12/2017 13:37,2,天秤座,Apple,156,48,2,180,100,2,Open mind
79,2/12/2017 13:37,1,獅子座,Android,170,74,3,99,99,10,busy
80,2/12/2017 13:37,1,金牛座,Apple,168,73,2,180,150,8,Young
81,2/12/2017 13:37,1,雙子座,Apple,172,75,3,111,20,1,I am a happy man.
82,2/12/2017 13:37,1,天秤座,Android,170,70,4,188,500,1000,Simple
83,2/12/2017 13:37,1,雙魚座,Apple,173,70,5,100,200,0,IMMGT
84,2/12/2017 13:37,1,牡羊座,Apple,175,82,2,90,300,0.2,I'm so cute
85,2/12/2017 13:37,1,處女座,Apple,173,63,4,160,430,6,Humorous person
86,2/12/2017 13:37,1,處女座,Apple,173,63,4,160,430,6,Humorous person
87,2/12/2017 13:37,1,天秤座,Apple,182,75,1,120,20,0,hello world
88,2/12/2017 13:38,2,天秤座,Android,160,50,2,100,50,3,I am a nervous person.
89,2/12/2017 13:38,2,巨蟹座,Android,160,45,3,145,138,4,Old
90,2/12/2017 13:39,2,雙子座,Android,161,80,2,110,150,3,Happy
91,2/12/2017 13:39,1,巨蟹座,Apple,169,65,4,87,987,887,I am 87
92,20/12/2017 10:02:55,1,金牛座,Apple,184,68,4,187,8787,87.87,Fuck you
93,20/12/2017 10:03:06,2,雙魚座,Apple,165,47,3,110,899,2,I am a good people
94,20/12/2017 10:03:11,1,牡羊座,Android,162,50,2,140,1234,0.5,帥
95,20/12/2017 10:03:15,1,處女座,Apple,176,74,5,200,1300000000,2,Cool dude
96,20/12/2017 10:03:24,2,巨蟹座,Android,155,50,4,180,300,0,Human.
97,20/12/2017 10:03:27,1,處女座,Android,123,123,3,123,123,123,一句話
98,20/12/2017 10:03:32,1,水瓶座,Android,178,68,5,120,1100,0.1,Gentle
99,20/12/2017 10:03:40,1,雙魚座,Apple,176,64,4,100,120,5,I am otaku
100,20/12/2017 10:03:48,1,處女座,Apple,178,55,4,50,0,100,Dank
101,20/12/2017 10:04:04,1,牡羊座,Android,169.87,55.87,1,133,222,1.00E+09,viewer
102,20/12/2017 10:04:06,1,射手座,Android,170,65,2,124,150,1,Brilliant 
103,20/12/2017 10:04:15,1,天秤座,Apple,174,83,3,148,1915,20.7,Incredible
104,20/12/2017 10:04:18,1,巨蟹座,Android,172,68,3,140,530,0.2,GGININDER
105,20/12/2017 10:04:21,1,射手座,Apple,172,66,3,187,888,32,Family 
106,20/12/2017 10:04:21,2,巨蟹座,Apple,158,60,2,135,600,1,Brilliant
107,20/12/2017 10:04:27,1,雙魚座,Apple,168,50,5,130,400,200,A man likes to dream.
108,20/12/2017 10:04:29,1,摩羯座,Apple,176,63,2,100,800,1,Cool
109,20/12/2017 10:04:31,1,處女座,Apple,178,87,4,180,512,0.87,"I'm a super cool rapper, yo."
110,20/12/2017 10:04:42,1,雙子座,Android,166,55,4,110,866,2,special
111,20/12/2017 10:04:44,1,雙魚座,Apple,176,58,4,88,400,0.01,Work hard
112,20/12/2017 10:04:51,1,牡羊座,Android,173,69,4,120,280,2,I am geek.
113,20/12/2017 10:04:53,1,獅子座,Apple,168,70,4,120,400,0.3,Show me what you got?
114,20/12/2017 10:04:56,1,水瓶座,Android,175,61,3,87,1031,2,Amazing
115,20/12/2017 10:05:09,1,獅子座,Apple,165,62,3,87,300,0.87,Nihilisim
116,20/12/2017 10:05:09,1,獅子座,Apple,165,62,3,87,300,0.87,Nihilisim
117,20/12/2017 10:05:32,1,天秤座,Android,176,60,3,100,500,0,Very handsome.
118,20/12/2017 10:05:33,2,射手座,Apple,168,42,4,120,800,4.1,Never say never
119,20/12/2017 10:05:39,1,水瓶座,Android,170,49,1,122,1029,9,?
120,20/12/2017 10:05:58,1,雙子座,Android,172,58,3,88,600,0.2,Curious
121,20/12/2017 10:06:17,1,獅子座,Apple,182,68,5,145,500,20,I am intelligent.
122,20/12/2017 10:06:19,1,天秤座,Android,176,72,5,120,250,0.5,I'm so handsome.
123,20/12/2017 10:06:49,2,天秤座,Android,155,47,3,124,280,0.5,Kind
124,20/12/2017 10:07:14,1,處女座,Android,174,86,5,100,5,0.1,You don't have a beauty without a beat.
125,20/12/2017 10:08:47,1,雙子座,Android,160,55,1,100,20,2,Clever but no perseverance.
126,20/12/2017 10:09:45,1,巨蟹座,Apple,165,68,4,120,250,1.1,Intelligent 
127,20/12/2017 10:16:24,1,牡羊座,Apple,175,7,5,100,1000,0.06,I’m handsome
128,20/12/2017 10:26:25,1,雙魚座,Android,175,62,4,110,262,0.12,Patient and careful
129,20/12/2017 10:30:48,1,天秤座,Android,178,61,2,87,200,3.5,Hellow world
130,20/12/2017 10:31:17,2,金牛座,Android,152.7,40,4,100,877,0.65,Trying to live a better life!
131,20/12/2017 10:34:30,1,天秤座,Apple,174,72,4,150,600,2,"Stay hungry, stay foolish"
132,20/12/2017 10:36:00,1,水瓶座,Android,1.00E+09,2.00E+09,1,122,3.00E+09,4.00E+09,.
133,20/12/2017 10:38:41,1,天秤座,Apple,183.9,59,3,180,3,333,Six six six 
134,20/12/2017 10:38:45,1,雙魚座,Apple,1.00E+111,1.00E+111,1,122,1.00E+255,9e9999999999,.
135,21/12/2017 10:09:53,1,巨蟹座,Apple,190,99,1,50,2,5000,God Damon looser
136,21/12/2017 10:10:11,1,獅子座,Apple,165,80,2,130,400,0.5,123
137,21/12/2017 10:10:31,1,雙魚座,Android,172,66,5,180,100,5,smart
138,21/12/2017 10:10:39,1,摩羯座,Apple,172,71,3,100,80,3,Hello World
139,21/12/2017 10:10:48,1,雙魚座,Apple,181,70,5,200,100,50,I don’t know
140,21/12/2017 10:10:50,1,雙魚座,Android,173,60,5,130,300,1,Hungry
141,21/12/2017 10:10:54,1,天秤座,Apple,171,73,2,180,400,2,Handsome
142,21/12/2017 10:10:56,1,天蠍座,Android,167,63,5,145,1737,1,Excellent
143,21/12/2017 10:11:13,2,雙子座,Apple,155,48,3,133,1100,5,Hello world
144,21/12/2017 10:11:13,1,天秤座,Apple,173,73,3,50,5,0.5,Oh
145,21/12/2017 10:11:14,2,處女座,Apple,160,55,5,146,500,8.2,"I'm a common girl, just like others."
146,21/12/2017 10:11:14,1,天蠍座,Android,168,63,2,80,328,2,Fat man
147,21/12/2017 10:11:17,2,獅子座,Apple,168,49,1,87,2000,99999,Hi
148,21/12/2017 10:11:26,1,水瓶座,Android,167,53,4,80,300,5,humorous
149,21/12/2017 10:11:26,2,巨蟹座,Android,157,70,4,122,350,0.79,I don't want to be defined.
150,21/12/2017 10:11:29,2,獅子座,Apple,168,49,1,87,2000,99999,Hi
151,21/12/2017 10:11:45,1,摩羯座,Apple,172,71,3,100,80,3,Hello World
152,21/12/2017 10:11:56,1,雙魚座,Apple,179,73,4,101,400,15,Cool
153,21/12/2017 10:12:00,1,水瓶座,Android,173,68,5,200,256,8,QAQ
154,21/12/2017 10:12:06,1,雙魚座,Android,180,66,4,180,10,1,Smart
155,21/12/2017 10:12:07,2,獅子座,Apple,155,48,4,100,700,5,I am who I am
156,21/12/2017 10:12:19,1,巨蟹座,Android,179,86,4,135,351,0.00015,peace
157,21/12/2017 10:12:20,1,雙魚座,Android,185,85,4,90,100,10,Zzzz
158,21/12/2017 10:12:34,1,巨蟹座,Android,180,66,2,180,0,0,123
159,21/12/2017 10:12:39,1,摩羯座,Apple,178,63,4,130,200,4,Less is more
160,21/12/2017 10:12:48,1,雙魚座,Android,180,66,4,180,10,1,Smart
161,21/12/2017 10:12:52,2,摩羯座,Android,161,50,2,120,150,0.5,Beautiful
162,21/12/2017 10:13:02,1,金牛座,Android,164,66,2,115,623,1,Always smile
163,21/12/2017 10:13:05,1,巨蟹座,Apple,180,70,4,100,100,100,Hello
164,21/12/2017 10:13:11,1,天蠍座,Apple,200,100,1,200,10000,64,GOAT
165,21/12/2017 10:13:12,2,雙子座,Android,154,46,5,120,70,0.01,Optimistic
166,21/12/2017 10:13:24,1,天蠍座,Apple,175,66,3,110,560,1,Good
167,21/12/2017 10:13:26,1,巨蟹座,Android,172,70,3,150,1212,1,XD
168,21/12/2017 10:13:27,1,獅子座,Apple,170,63,2,144,629,1.4,a genius of computer science
169,21/12/2017 10:13:27,1,天秤座,Android,174,67,3,97,30,1,宅
170,21/12/2017 10:13:29,1,摩羯座,Android,167,47,2,87,87,0,Sleep
171,21/12/2017 10:13:36,1,雙子座,Android,165,57,5,180,599,0.3,OAO
172,21/12/2017 10:13:38,2,摩羯座,Apple,162,54,4,110,265,1,Nice
173,21/12/2017 10:13:40,1,巨蟹座,Android,170,55,3,51,0,6.77,hopeless
174,21/12/2017 10:15:19,1,天秤座,Android,173,58,5,130,200,38,Good Morning
175,21/12/2017 10:15:21,1,天秤座,Android,173,58,5,130,200,38,Good Morning
176,21/12/2017 10:15:29,1,天蠍座,Android,171,44,4,100,300,2.41,I'm nice
177,21/12/2017 10:15:31,1,雙魚座,Android,172,53,3,100,100,5,handsome
178,21/12/2017 10:15:46,2,水瓶座,Apple,163,55,3,110,300,0,misaka mikoto
179,21/12/2017 10:15:55,1,雙魚座,Apple,179,73,4,101,400,15,Cool
180,21/12/2017 10:16:06,1,雙魚座,Android,180,80,4,101,803,0,Lazy
181,21/12/2017 10:16:14,2,水瓶座,Android,156,58,3,180,834,0.003,I don't know.
182,21/12/2017 10:18:32,1,獅子座,Android,176,65,5,180,400,0.5,The color of Happy is orange
183,21/12/2017 10:18:40,2,水瓶座,Apple,151,53,5,100,200,1,I’m happy.
184,21/12/2017 10:20:27,1,天秤座,Android,170,80,2,120,413,19.59,Handsome
185,21/12/2017 10:21:03,2,獅子座,Android,158,49,5,130,403,0,introvert
186,21/12/2017 10:30:35,1,獅子座,Apple,173,55,5,199,500,1.1,Happy
187,21/12/2017 10:33:26,1,天秤座,Android,167,67,2,130,300,3,Awesome
188,21/12/2017 10:33:27,1,天秤座,Android,167,67,2,130,300,3,Awesome
189,21/12/2017 10:35:24,1,摩羯座,Android,180,76,5,132,250,5,I'm a positive person.
190,21/12/2017 10:38:21,1,摩羯座,Android,181,72,4,128,157,1.2,Takami Chika <3
191,21/12/2017 10:09:53,1,巨蟹座,Apple,190,99,1,50,2,5000,God Damon looser
192,21/12/2017 10:10:11,1,獅子座,Apple,165,80,2,130,400,0.5,123
193,21/12/2017 10:10:31,1,雙魚座,Android,172,66,5,180,100,5,smart
194,21/12/2017 10:10:39,1,摩羯座,Apple,172,71,3,100,80,3,Hello World
195,21/12/2017 10:10:48,1,雙魚座,Apple,181,70,5,200,100,50,I don’t know
196,21/12/2017 10:10:50,1,雙魚座,Android,173,60,5,130,300,1,Hungry
197,21/12/2017 10:10:54,1,天秤座,Apple,171,73,2,180,400,2,Handsome
198,21/12/2017 10:10:56,1,天蠍座,Android,167,63,5,145,1737,1,Excellent
199,21/12/2017 10:11:13,2,雙子座,Apple,155,48,3,133,1100,5,Hello world
200,21/12/2017 10:11:13,1,天秤座,Apple,173,73,3,50,5,0.5,Oh
201,21/12/2017 10:11:14,2,處女座,Apple,160,55,5,146,500,8.2,"I'm a common girl, just like others."
202,21/12/2017 10:11:14,1,天蠍座,Android,168,63,2,80,328,2,Fat man
203,21/12/2017 10:11:17,2,獅子座,Apple,168,49,1,87,2000,99999,Hi
204,21/12/2017 10:11:26,1,水瓶座,Android,167,53,4,80,300,5,humorous
205,21/12/2017 10:11:26,2,巨蟹座,Android,157,70,4,122,350,0.79,I don't want to be defined.
206,21/12/2017 10:11:29,2,獅子座,Apple,168,49,1,87,2000,99999,Hi
207,21/12/2017 10:11:45,1,摩羯座,Apple,172,71,3,100,80,3,Hello World
208,21/12/2017 10:11:56,1,雙魚座,Apple,179,73,4,101,400,15,Cool
209,21/12/2017 10:12:00,1,水瓶座,Android,173,68,5,200,256,8,QAQ
210,21/12/2017 10:12:06,1,雙魚座,Android,180,66,4,180,10,1,Smart
211,21/12/2017 10:12:07,2,獅子座,Apple,155,48,4,100,700,5,I am who I am
212,21/12/2017 10:12:19,1,巨蟹座,Android,179,86,4,135,351,0.00015,peace
213,21/12/2017 10:12:20,1,雙魚座,Android,185,85,4,90,100,10,Zzzz
214,21/12/2017 10:12:34,1,巨蟹座,Android,180,66,2,180,0,0,123
215,21/12/2017 10:12:39,1,摩羯座,Apple,178,63,4,130,200,4,Less is more
216,21/12/2017 10:12:48,1,雙魚座,Android,180,66,4,180,10,1,Smart
217,21/12/2017 10:12:52,2,摩羯座,Android,161,50,2,120,150,0.5,Beautiful
218,21/12/2017 10:13:02,1,金牛座,Android,164,66,2,115,623,1,Always smile
219,21/12/2017 10:13:05,1,巨蟹座,Apple,180,70,4,100,100,100,Hello
220,21/12/2017 10:13:11,1,天蠍座,Apple,200,100,1,200,10000,64,GOAT
221,21/12/2017 10:13:12,2,雙子座,Android,154,46,5,120,70,0.01,Optimistic
222,21/12/2017 10:13:24,1,天蠍座,Apple,175,66,3,110,560,1,Good
223,21/12/2017 10:13:26,1,巨蟹座,Android,172,70,3,150,1212,1,XD
224,21/12/2017 10:13:27,1,獅子座,Apple,170,63,2,144,629,1.4,a genius of computer science
225,21/12/2017 10:13:27,1,天秤座,Android,174,67,3,97,30,1,宅
226,21/12/2017 10:13:29,1,摩羯座,Android,167,47,2,87,87,0,Sleep
227,21/12/2017 10:13:36,1,雙子座,Android,165,57,5,180,599,0.3,OAO
228,21/12/2017 10:13:38,2,摩羯座,Apple,162,54,4,110,265,1,Nice
229,21/12/2017 10:13:40,1,巨蟹座,Android,170,55,3,51,0,6.77,hopeless
230,21/12/2017 10:15:19,1,天秤座,Android,173,58,5,130,200,38,Good Morning
231,21/12/2017 10:15:21,1,天秤座,Android,173,58,5,130,200,38,Good Morning
232,21/12/2017 10:15:29,1,天蠍座,Android,171,44,4,100,300,2.41,I'm nice
233,21/12/2017 10:15:31,1,雙魚座,Android,172,53,3,100,100,5,handsome
234,21/12/2017 10:15:46,2,水瓶座,Apple,163,55,3,110,300,0,misaka mikoto
235,21/12/2017 10:15:55,1,雙魚座,Apple,179,73,4,101,400,15,Cool
236,21/12/2017 10:16:06,1,雙魚座,Android,180,80,4,101,803,0,Lazy
237,21/12/2017 10:16:14,2,水瓶座,Android,156,58,3,180,834,0.003,I don't know.
238,21/12/2017 10:18:32,1,獅子座,Android,176,65,5,180,400,0.5,The color of Happy is orange
239,21/12/2017 10:18:40,2,水瓶座,Apple,151,53,5,100,200,1,I’m happy.
240,21/12/2017 10:20:27,1,天秤座,Android,170,80,2,120,413,19.59,Handsome
241,21/12/2017 10:21:03,2,獅子座,Android,158,49,5,130,403,0,introvert
242,21/12/2017 10:30:35,1,獅子座,Apple,173,55,5,199,500,1.1,Happy
243,21/12/2017 10:33:26,1,天秤座,Android,167,67,2,130,300,3,Awesome
244,21/12/2017 10:33:27,1,天秤座,Android,167,67,2,130,300,3,Awesome
245,21/12/2017 10:35:24,1,摩羯座,Android,180,76,5,132,250,5,I'm a positive person.
246,21/12/2017 10:38:21,1,摩羯座,Android,181,72,4,128,157,1.2,Takami Chika <3
247,21/12/2017 19:11:16,1,水瓶座,Android,170,63,5,140,312,3,Cooool
248,21/12/2017 19:11:50,1,雙魚座,Android,176,82,1,180,1,100,Nerd
249,21/12/2017 19:11:54,1,雙子座,Android,178,90,5,100,666,0.1,happy gay
250,21/12/2017 19:11:56,1,巨蟹座,Android,175,75,1,130,495,0.8,fuck
251,21/12/2017 19:11:59,1,雙魚座,Android,171,59,3,131,1234,1,amazing
252,21/12/2017 19:12:01,1,金牛座,Android,165,56,5,143,300,0.2,who am i
253,21/12/2017 19:12:04,1,巨蟹座,Apple,30,87,5,200,1,0,Shit
254,21/12/2017 19:12:10,2,天秤座,Android,15,500,1,50,999999,0.001,unique and fat
255,21/12/2017 19:12:11,1,天蠍座,Android,168,100,3,87,300,1,Stupid
256,21/12/2017 19:12:15,1,天蠍座,Android,171,73,2,87,200,500,Amazing
257,21/12/2017 19:12:17,1,水瓶座,Android,666,66,3,94.87,689,15.6,I am so beautiful
258,21/12/2017 19:12:17,1,獅子座,Android,166,67,2,87,200,0.5,Hi
259,21/12/2017 19:12:18,1,牡羊座,Apple,171,70,4,180,480,0.87,I am a student.
260,21/12/2017 19:12:19,1,處女座,Android,210,78,2,100,3,60,Dope
261,21/12/2017 19:12:21,1,射手座,Android,180,80,4,100,150,20,Good
262,21/12/2017 19:12:22,1,獅子座,Android,171,56,3,100,200,2,Tired.
263,21/12/2017 19:12:23,2,天蠍座,Apple,147,40,1,168,1033,520,nice peng peng
264,21/12/2017 19:12:24,1,牡羊座,Android,87,87,3,87,9487,9487,nine four eight seven
265,21/12/2017 19:12:24,1,水瓶座,Apple,180,180,2,173,10000,88,Wise
266,21/12/2017 19:12:27,1,金牛座,Android,12,12,2,87,12,12,Re
267,21/12/2017 19:12:33,2,獅子座,Apple,165,165,5,155,165,165,May God blessing you
268,21/12/2017 19:12:33,2,雙子座,Android,167,52,3,120,1024,1.4,Lazy
269,21/12/2017 19:12:33,1,金牛座,Apple,176,76,4,100,10,10,Nice!
270,21/12/2017 19:12:38,1,摩羯座,Android,180,100,5,120,600,0,A man with wisdom.
271,21/12/2017 19:12:38,1,射手座,Windows Phone,-187,100,1,87,8787,0,Useless
272,21/12/2017 19:12:41,1,雙子座,Apple,168,62,2,120,900,0.3,Superior
273,21/12/2017 19:12:50,1,巨蟹座,Apple,163,51,2,126,1200,3,I am a nerd
274,21/12/2017 19:12:50,1,雙子座,Android,180,68,4,180,250,1,I love Metallica!
275,21/12/2017 19:12:51,1,巨蟹座,Apple,163,51,2,126,1200,3,I am a nerd
276,21/12/2017 19:12:55,1,水瓶座,Android,160,48,2,87,500,0.5,Quite
277,21/12/2017 19:13:10,1,獅子座,Android,188,76,1,185,400,1,I have to leave on 7:40
278,21/12/2017 19:13:14,2,金牛座,Apple,180,100,3,180,0,10,I am a fat guy
279,21/12/2017 19:13:16,2,天蠍座,Apple,170,60,4,87,87,87,Normal
280,21/12/2017 19:13:16,1,水瓶座,Apple,177,60,1,131,600,20,I’m handsome
281,21/12/2017 19:13:17,1,水瓶座,Apple,174,80,4,130,255,0.3,Creative
282,21/12/2017 19:13:18,1,水瓶座,Apple,174,80,4,130,255,0.3,Creative
283,21/12/2017 19:13:21,1,雙子座,Android,176,65,5,180,500,1,Specialist
284,21/12/2017 19:13:30,1,摩羯座,Android,173,72,5,140,1300,5,Jesus
285,21/12/2017 19:13:33,2,獅子座,Android,155,46,2,87,1250,8,Brilliant
286,21/12/2017 19:13:36,1,天蠍座,Apple,170,63,2,130,500,6,QQ
287,21/12/2017 19:13:42,2,巨蟹座,Android,159,45,4,147,398,3,Red
288,21/12/2017 19:13:48,1,射手座,Apple,180,60,5,199,999,999,Handsome
289,21/12/2017 19:13:50,1,天蠍座,Android,184,71,5,183,700,1,Googler
290,21/12/2017 19:13:53,1,水瓶座,Apple,175,70,4,50,5000,666,I’m sorry
291,21/12/2017 19:13:55,1,雙魚座,Android,170,61,3,88,500,2,Shiny guy
292,21/12/2017 19:13:56,1,牡羊座,Android,-1000,-1000,1,200,-1000,-1000,哈哈哈笑你～～～
293,21/12/2017 19:14:05,1,水瓶座,Apple,180,62,2,100,600,0,I’m a smart person.
294,21/12/2017 19:14:12,1,射手座,Apple,182,76,4,199,1287,999,I’m an honest man
295,21/12/2017 19:14:19,1,獅子座,Apple,165,74,2,140,350,4,Hello world
296,21/12/2017 19:14:40,1,牡羊座,Apple,150,40,3,100,1500,10,Sexy AF
297,21/12/2017 19:14:47,1,巨蟹座,Apple,172,72,3,100,122,1,Not smart
298,21/12/2017 19:14:51,2,獅子座,Android,213,79,1,50,1111,999,I'm outlier
299,21/12/2017 19:14:53,2,巨蟹座,Android,168,58,3,87,255,1,I'm not sleepy.
300,21/12/2017 19:14:55,1,金牛座,Apple,177,58,2,150,2355,100,gorgeous
301,21/12/2017 19:15:11,1,天蠍座,Android,170,68,5,161,1300,5,Supercold
302,21/12/2017 19:15:28,2,獅子座,Apple,150,44,5,160,700,125,Cool
303,21/12/2017 19:15:51,2,雙子座,Android,180,78,1,200,9999999,999,Haha
304,21/12/2017 19:15:52,2,雙子座,Android,180,78,1,200,9999999,999,Haha
305,21/12/2017 19:15:54,2,牡羊座,Android,161,53,4,200,200,1,I'm not eighty seven.
306,21/12/2017 19:16:01,1,天秤座,Android,176,58,4,50,666,0,Handsome
307,21/12/2017 19:16:26,1,水瓶座,Android,187,187,3,187,870,8.7,878787
308,21/12/2017 19:17:07,2,雙魚座,JohnCena,900,10,5,199,10,1,good
309,21/12/2017 19:18:12,1,巨蟹座,Apple,177,68,5,100,355,8,Handsome
310,08/03/2018 14:20:16,1,處女座,Android,170,60,1,187,0,7,I don't know and I don't care.
311,08/03/2018 14:20:21,1,雙子座,Apple,180,110,3,140,250,0.5,Stay hungry stay foolish
312,08/03/2018 14:20:31,1,雙魚座,Android,175,80,5,151,1234,5.87,I have superpower!
313,08/03/2018 14:20:33,1,雙子座,Apple,178,82,5,123,513,0.5,Cool
314,08/03/2018 14:20:34,1,獅子座,Apple,177,72,3,110,1459,3,I’m a good man
315,08/03/2018 14:20:35,1,雙子座,Android,180,68,4,125,400,3,Often enjoy daily life.
